ds,yhat,yhat_lower,yhat_upper
2026-10-12,56.72431955450803,25.275121412195496,86.45836799118378
2026-10-13,56.899479462855844,23.45110237187912,85.16001440472435
2026-10-14,57.07463937120366,23.757579816720938,86.54275392948671
2026-10-15,57.24979927955149,24.47620399397185,86.39612318255847
2026-10-16,57.424959187899304,25.582122919935944,91.2766465924751
2026-10-17,57.600119096247134,27.105375134584705,88.41001961210807
2026-10-18,57.77527900459495,27.715364851512142,89.4687749414649
2026-10-19,57.950438912942765,24.814821658293617,90.2503192692118
2026-10-20,58.12559882129058,24.98634556212397,89.62507061088922
2026-10-21,58.300758729638396,25.651617563839718,92.04897570871852
2026-10-22,58.47591863798621,28.007498974004275,91.23012122914817
2026-10-23,58.65107854633403,24.628396904630332,89.45709873312062
2026-10-24,58.82623845468186,29.225830588755322,90.77035930488893
2026-10-25,59.00139836302967,30.030939383193886,91.24218040173416
2026-10-26,59.1765582713775,26.85135232497114,89.99941448120786
2026-10-27,59.35171817972532,28.30205567461927,89.97456265237408
2026-10-28,59.52687808807313,28.023060731049316,89.92127742319808
2026-10-29,59.70203799642095,28.570768089553056,91.96813638305733
2026-10-30,59.877197904768764,28.395423930958955,93.19470242916461
2026-10-31,60.05235781311658,28.735316527030346,92.35982660402206
2026-11-01,60.227517721464395,27.800922340664062,92.03559004827017
2026-11-02,60.402677629812224,29.29846692792171,91.60346772828878
